cid,bookid,catid,title,typeid,thumb,description,gx_type,update_chapter_name,author,status_bz,updatetime,view_type,average_score,rank_id,hit_num,views,vip_tag_name,vip_tag_type
2,1217,32,最后的召唤师,,http://cdn.517w.com/uploadfile/2017/0912/thumb_20170912134509606.jpg,"女神潘朵拉是万物之灵的本原，漫长的岁月里里，无数次战争围绕她进行着。最终，潘朵拉被一众出色的召唤师成功封印。
万物有灵。能够召唤万物之灵的人，被称为召唤师。自古以来，召唤师的传说深藏在每一段历史当中，召唤泥土，召唤枯骨，召唤灵魂，召唤星辰……但传说终究是传说，它总有一天会被时间封印，被世人遗忘……
现在，新的时代降临，召唤师，觉醒！",3,,ASK STUDIO,,1543885205,0,4.8006,,3031268283,696997696,,
2,1154,32,炼狱重生,,http://cdn.517w.com/uploadfile/2017/0901/20170901094828614.jpg,主角毫无征兆的被挚爱杀掉，心有不甘，千辛万苦追求真相！,1,,鱼乐漫画工作室,,1527645436,0,4.8351,,527060963,276110561,,
2,1149,31,杂思录,,http://cdn.517w.com/uploadfile/2017/0901/20170901095357547.jpg,一个架空的帝国，关于背叛和阴谋的黑暗宫廷故事。上一秒笑，下一秒沦落，直白到露骨，直击人心。杂思录官方一群：239114104,0,,TUTU/左纹,,1524560064,0,4.9393,,223522137,176501856,,
2,1043,33,恋爱的无休止境,,http://cdn.517w.com/uploadfile/2018/0221/thumb_20180221220302587.jpg,一个谈恋爱的小清新故事，周日更新√具体时间点要看过审情况,1,,Suuygo,,1530364683,0,4.8849,,175967139,96058570,,
2,966,32,外星人饲养手册,,http://cdn.517w.com/uploadfile/2018/0614/20180614050912522.jpg,"地球少年……踏上宇宙霸主之路……
2015年夏，惨遭女友戴绿帽的大学生胡依星，跳楼离开了这个世界。随后，他竟然穿越到2115年一个叫耶尔的地球人身上！在未来世界，没有高科技也没有高楼大厦！有的只是一个个外星文明建立起的殖民区，以及被圈养的人类！有一天，耶尔发现了一个降落在地球上的飞行器，从此踏上了带领地球人反抗殖民，成为宇宙霸主之路！",3,,彩色蜡笔,,1528515484,0,4.7543,,652215339,729087153,,
2,939,33,白酒难缠,,http://cdn.517w.com/uploadfile/2018/0601/thumb_20180601203140208.jpg,当穿错时空的机器人缠上了冷如寒冰的千年蛇精 谁又会先融化了谁的内心呢? 欢迎加入欢脱日常 粉丝群群号：577407918,2,,清羽,,1532779880,0,4.9276,,414342874,298470634,,
2,878,32,刺杀大圣,,http://cdn.517w.com/uploadfile/2018/0604/20180604045533283.jpg,积德行善的犄萌族，离奇的被齐天大圣孙悟空诛灭全族，只剩下谷小乖一人。柔弱的谷小乖带着无助和愤怒，肩负上了为族人讨回公道的使命。谷小乖四处寻找靠山，但大家似乎都对大圣有所忌惮，无人肯为谷小乖出头。最终，极度失望的谷小乖，开始依靠自己，走上复仇的刺杀之路。,7,,默,,1536274817,0,4.7978,,1078251582,936646033,,
2,662,32,全职高手,,http://cdn.517w.com/uploadfile/2017/0901/20170901021541926.jpg,"《全职高手》官方漫画！大角虫漫画独家连载！蝴蝶蓝巅峰原著，欢迎来到荣耀！

网游《荣耀》中被誉为教科书级别的顶尖高手，因为种种原因遭到俱乐部的驱逐，离开职业圈的他寄身于一家网吧成了一个小小的网管，但是，拥有十年游戏经验的他，在荣耀新开的第十区重新投入了游戏，带着对往昔的回忆，和一把未完成的自制武器，开始了重返巅峰之路——",1,,常盘勇者/蝴蝶蓝,,1534841826,0,4.938,,609502633,681159844,,
2,558,32,校花的贴身高手,,http://cdn.517w.com/uploadfile/2018/0604/20180604115250614.jpg,"改编自鱼人二代同名小说《校花的贴身高手》。
一个大山里走出来的绝世高手，林逸表面上是一名普通学生，不过，他还是一名修炼者！并且身负另外一个重任，那就是追校花！",0,,笑水轩/鱼人二代,,1532594160,0,4.7362,,1101110635,724968596,,
2,422,32,择天记,,http://cdn.517w.com/uploadfile/2017/0901/20170901102857506.jpg,太始元年，有神石自太空飞来，分散落在人间，其中落在东土大陆的神石，上面镌刻着奇怪的图腾。少年孤儿陈长生为治病改命离开自己的师父，带着一纸婚约来到人世间……,2,,猫腻/上海乙又,,1535637112,0,4.8362,,185069568,111585418,,
2,382,33,我的师傅不是人,,http://cdn.517w.com/uploadfile/2018/0613/thumb_20180613214146111.jpg,帝都打工青年陈天捡到废了修为失去记忆的黄金龙师傅，随之而来是黑衣人集团的疯狂追杀。腹黑徒弟携二货卖萌师傅的逃亡之旅中，震惊世界的阴谋渐渐浮现出来。为了寻找丢失的记忆，师徒的修仙之路一并开启。,9,,白月熊,,1532300415,0,4.8916,,554466790,515809113,,
2,338,32,超脑洞,,http://cdn.517w.com/uploadfile/2017/0831/20170831064510500.jpg,"幻想与狂想，脑洞与无畏，作画与涂鸦，说到底这漫画有人看没人管。
粉丝群四群：85779511",0,,孙渣,,1546835786,0,4.9132,,280276997,248857385,,
2,248,31,我的男神,,http://cdn.517w.com/uploadfile/2017/0901/20170901103145836.jpg,男神一秒变男婴？！快告诉我这不是真的！,2,,千秋叶工作室,,1530115203,0,4.8406,,219194420,104315064,,
2,141,31,千织百绘,,http://cdn.517w.com/uploadfile/2017/0901/20170901033233941.jpg,自古，妖怪就一直潜伏在人类中，即使是除妖师也很难对付它们。最近，千百年来的平安格局即将被打破，原因仅仅是因为——一部小说。小说暴露了妖怪们的弱点，而高中生作者则陷入了被妖怪们追杀的生活！,1,,时光机工作室,,1534730055,0,4.8741,,100872344,56434745,,
2,124,32,非常道先生,,http://cdn.517w.com/uploadfile/2017/0830/20170830112226118.jpg,身怀绝技的道小天来帝京闯荡，受某公司高管林雪儿委托，为其老板追查窃贼。随着任务的出色完成，各类奇怪委托生意陆续找上门来，专门帮助各种雇主追查各类玄奇案件，而且与妹纸雇主们更是纠缠不清——,3,,权迎升,,1533180015,0,4.8224,,446248826,272859051,,
3,4980,31,攻妻不备,,http://cdn.517w.com/uploadfile/2019/0624/thumb_20190624151853626.jpg,"她用了三个月适应她的新身份——席御哲的小姨。每日看他抱着别人温柔缱绻，内心再也受不了煎熬。
   夏日午后，他手持玫瑰却被她强吻：“我告诉你！我不是你小姨，这辈子，以后都不想当你小姨！我是……”席御哲淡薄的目光，却让她将剩下的话吞回。她是，谁呢？他根本就已经记不起！",2,,神鱼漫社,,1563171397,1,0,,1558568,882690,,
3,4974,31,宇宙X1025,,http://cdn.517w.com/uploadfile/2019/0601/thumb_20190601151045542.jpg,萨莉亚在刚满16岁这天离开了自己的母星，在浩瀚的宇宙中踏上了寻找“世界之眼”的奇幻旅程……,0,,明漫天下,,1561345275,1,5,,151837,134258,,
3,4973,31,北极熊的夏天,,http://cdn.517w.com/uploadfile/2019/0531/thumb_20190531211144955.jpg,由于一场意外，内向胆小的学霸白帆与冷漠叛逆的校霸许子一彼此身体发生了交换，交换后两人的生活虽然频频上演各种闹剧，但也以各自的方式解决了的种种难题，成为了更好的自己。,0,,小禾,,1561345535,1,5,,364767,218807,,
3,4970,31,这！就是街舞2,,http://cdn.517w.com/uploadfile/2019/0526/thumb_20190526163057788.jpg,《这！就是街舞第二季》是由优酷、灿星出品的街舞选拔类综艺，由易烊千玺、罗志祥、韩庚、吴建豪担任明星队长。,2,,炜哥,,1563171790,1,4,,823661,270143,,
3,4968,31,茂庭之森,,http://cdn.517w.com/uploadfile/2019/0520/thumb_20190520104437424.jpg,天使安徒因与恶魔杰西卡相恋触犯天条被贬下凡，法力尽失为了早日重回天国踏上了封印七宗恶魔普度众生的道路……,0,,明漫天下,,1559198716,1,5,,306062,149396,,
3,4967,31,这个同桌不太冷,,http://cdn.517w.com/uploadfile/2019/0517/thumb_20190517165157278.JPG,我的同桌对我好冷漠哦，而且还是个脾气不好的暴力女生   可是我居然   喜欢她！特别喜欢惹她生气，喜欢看她各种表情，就连流口水的样子也非常可爱呢！（不知道说啥好了，快点点进来看好吗？）,0,,羚羊,,1559198883,0,3,,292331,169064,,
3,4949,31,吾名社会黄,,http://cdn.517w.com/uploadfile/2019/0416/thumb_20190416085541148.jpg,身为一只喵，朕不仅在建国之后成精了，还心系着天下苍生。在地球的日子里，统治着全公司的朕简直要为设计师们操碎了心！每话一个朕的“烦心事”，想要帮朕解忧的话，就赶紧关注《吾名社会黄》！【那个抱着手机的！就是说你呢！】,2,,柏岩文化,,1564388220,1,5,,521380,374825,,
3,4945,32,伊登计划,,http://cdn.517w.com/uploadfile/2019/0408/thumb_20190408063425981.png,永生实验在世界第一研究机构L C 里秘密进行，其计划名为“伊登计划。”,0,,愤怒乐平,,1556012403,0,0,,2189,1165,,
3,4943,32,谁杀死了兔子,,http://cdn.517w.com/uploadfile/2019/0407/thumb_20190407173655214.jpg,七位女孩因为一道测试题被绑架到废弃的学校，等待她们的是戴着兔子面具的杀手。在这场死亡游戏里，只有找到真正的“兔子”才有活下去的希望。兔子究竟是谁？猜疑，嫉妒，谎言交织而成的游戏背后，又隐藏了怎样的真相……,0,,zer/日更计划,,1561013947,1,5,,815303,715746,,
3,4934,32,朝九不晚五,,http://cdn.517w.com/uploadfile/2019/0319/thumb_20190319174550174.jpg,在这里，白领没那么白！小资没那么资！文艺青年没那么青年，一群在职场不断挣扎的新手们，如何凭借自己的一股浪劲儿，掀起办公室浪花一朵朵……,0,,英小栎,,1555399011,1,0,,137310,116319,,
3,4925,31,爷二盗铃,,http://cdn.517w.com/uploadfile/2019/0227/thumb_20190227094253171.jpg,讲诉设计生活趣闻趣事,0,,爷二工作室,,1559035858,0,0,,2587,640,,
3,4924,32,鬼面英雄2,,http://cdn.517w.com/uploadfile/2019/0225/thumb_20190225153236505.jpg,鬼面英雄继续拯救宇宙,0,,邪恶大叔,,1563413416,0,5,,791821,545324,,
3,4920,32,第四世界,,http://cdn.517w.com/uploadfile/2019/0213/thumb_20190213015546902.jpg,"【每周一6am更新】
无法被通关的游戏《第四世界》，系统崩溃导致玩家被困其中，运营方开出了1000万的通关奖励，游戏专家出动了。",1,,D先生,,1560226880,0,5,,698092,568866,,
3,4911,32,吾主在此,,http://cdn.517w.com/uploadfile/2019/0130/thumb_20190130173844498.jpg,这个世界上有三个能够使用魔力的种族，人类，日行的光明生物“白种”和夜行的黑暗生物“黑种”。一部分拥有魔力的人类可以成为魔法使，驱使与其签下契约的黑白种。女主弗莱雅被称为黑暗太阳女神，属于黑暗生物却以同族为食，两百年前被一人类魔法师封印在书里。男主泰勒是光明使世家的独子，在一次母亲安排的试炼中……,1,,贝尔,,1551715218,0,5,,279595,256940,,
3,4910,32,守梦者,,http://cdn.517w.com/uploadfile/2019/0130/thumb_20190130173258740.jpg,彩虹的尽头有什么？是充满危险？或者藏着宝藏？不，彩虹的尽头是另一个世界——虹世界。那是一片光怪陆离的天地，储存着所有人的想象力、梦想与希望。为了守护人类的梦想，为了防止虹世界的崩溃，一群活跃于虹世界与现世界的人类出现了。他们被称为——守梦者。,1,,便利店的熊&玉米,,1552060809,0,5,,151439,146006,,
3,4900,31,世纪末的礼物,,http://cdn.517w.com/uploadfile/2019/0122/thumb_20190122160751795.jpg,30世纪末，新材料的发现使得科技飞速发展，正当人类享受着由科技时代带来了便捷的生活时，一则预言打破了这安定，“世纪末的大灾难”——人们这样称呼。,0,,沨,,1549964577,1,0,,172135,147392,,
3,4897,32,我在日本当道士,,http://cdn.517w.com/uploadfile/2019/0118/thumb_20190118164913633.jpg,【周三、周六更新】鹤姬山，时常妖怪出没，生气的玉藻前大人要报仇。而她的仇家竟是一个普通的男高中生——田中真守，玉藻前大人跟田中真守有过什么矛盾呢……,2,,火龙传媒,,1579017616,0,4.8,,5376582,3487792,,
3,4896,31,陛下从了我,,http://cdn.517w.com/uploadfile/2019/0116/thumb_20190116135708842.jpg,一位在乱世中横扫八荒统一六合的至高君王，一觉醒来发现自己穿越成了一位在深宫中伪装成女子以求自保的皇子。不堪忍受这等懦弱的伪装，这位君王决心再一次登上那最高之位。然而这宫中阴谋阳谋繁多，人心杂乱，一心只有天下的王之前御下的手段似乎已经有所过时？而公主的身份更是产生了种种误会？一系列啼笑皆非的“宫斗”即将在“昭殷”展开。,0,,简微玲,,1549960865,0,5,,310639,197916,,
3,4895,31,我不是陈圆圆,,http://cdn.517w.com/uploadfile/2019/0115/thumb_20190115174758417.jpg,现代少女误触时空机缘，流落明朝末年，变身一代名伶陈圆圆，是甘当祸水红颜，还是改写命运，寻找属于她的那份爱情？,2,,时光鱼,,1578646882,1,4.7895,,2710380,2417440,,
3,4891,31,第五号放映厅,,http://cdn.517w.com/uploadfile/2019/0110/thumb_20190110130219180.jpg,神使和妖灵在这里共处，过去和未来在这里汇聚，这里既可以窥视前世的谜，也可以偷看来生的路，这里是人类的禁地。电影拉开序幕，请入座，审判即将开始。,1,,时光鱼,,1554220803,1,0,,210144,178007,,
3,4883,31,云老说,,http://cdn.517w.com/uploadfile/2019/0104/thumb_20190104115200207.jpg,久与世隔绝的海岛上有一个名为“云山海村”的村落，有着肥沃的土壤，丰富的农作物，常年不败的桃花林，鲜美芳草落英缤纷，良田美池桑竹皆有，实在隐居的好去处。一场关于相遇与相知，健康与滋补故事，从此拉开序幕。,0,,云山海集,,1548147207,1,0,,50745,28782,,
3,4877,31,时间都知道,,http://cdn.517w.com/uploadfile/2018/1225/thumb_20181225173039850.jpg,一次意外，让刚刚怀孕的时简穿越回大学时代，重遇未来的丈夫叶珈成。所有的回去与归来，都是为了与爱重逢,1,,追梦动漫,,1563339530,1,4.5,,797791,932529,,
3,4874,32,不思议异界游侠,,http://cdn.517w.com/uploadfile/2018/1213/thumb_20181213115420760.jpg,由明漫天下创作，改编手游《不思议迷宫》。若干年后，真人进入游戏技术研发成功，并招募赏金猎人，借由他们一边测试一边直播赚钱。怀揣梦想的刘源报名参赛，凭借能力过关斩将。但游戏内不断出现的危险让人发觉，事情并不简单。AI角色开始觉醒，并与人类对峙，元凶竟是？,2,,明漫天下,,1561838412,1,5,,587846,518485,,
3,4872,31,花仙莫尼,,http://cdn.517w.com/uploadfile/2018/1211/thumb_20181211162119327.jpg,这是一个花香四溢，即健康又美丽的故事，这也是关于那个温柔又强大的女孩——莫尼的故事。,0,,酷动像,,1546988402,1,5,,658292,501424,,
3,4867,32,临时侦探,,http://cdn.517w.com/uploadfile/2018/1206/thumb_20181206162757345.jpg,【星河广纳漫画出品】万年不遇的大交错即将来临，世界将遁入混乱，孤儿楚一身怀仙道教秘法和睿智刑警元月一同除妖伏魔，维持世间本源之道的同时，上演了一幕幕诡异离奇，情感交织的悬妙故事。,0,,星河广纳漫画,,1556834403,1,5,,1087336,1816241,,
3,4860,31,成为兔子精的主人,,http://cdn.517w.com/uploadfile/2018/1130/thumb_20181130173908769.jpg,归鹭是一只向往人类生活的兔子精，在修成人身以后决心去往人类世界生活。为了帮助他更好的适应人类社会，千年来一直指导他修炼的山神木朔给了他一封“推荐信”，让他去找一位故人寻求帮助。归鹭满怀信心地出发后，立刻遭受了兔生的滑铁卢，不但莫名变回兔身，还被一个奇怪的主人收养。自此，一个温馨搞笑夹杂些许虐心的故事便开始了……,0,,数学君死的悲惨,,1544788803,0,0,,231238,150188,,
3,4857,32,化身,,http://cdn.517w.com/uploadfile/2018/1128/thumb_20181128175834440.jpg,NASA的卫星传回的一张外星照片上惊现一个人形身影。与此同时，德克萨斯荒漠中的小镇来了两位不速之客。一名失踪多年的英国人看似虚弱，不料竟变身为强壮凶猛的怪物，而一个亚洲少年竟赤手空拳与之搏斗。他们，究竟是什么人，从哪里来？,2,,李建,,1551801617,0,5,,1090520,955390,,
3,4856,33,冷酷的我,,http://cdn.517w.com/uploadfile/2018/1127/thumb_20181127082602354.jpg,作为失忆的丧尸，校园生活却是必不可少！一边与食人的本能作斗争，一边与自己命中注定的恋人谈恋爱。只是这个恋人好像不仅知道男主变成丧尸的内幕，还是幕后策划人之一。虐恋，丧尸真相逐步浮现。,0,,汪汪山王/夏天岛,,1578648627,1,5,,2794955,3088447,,
3,4853,31,涅槃之凤颜临歌,,http://cdn.517w.com/uploadfile/2018/1122/thumb_20181122152948675.jpg,前世，她倾覆一生助他登上皇位，却换来满门抄斩，永禁冷宫。 今世，她重回豆蔻年华，定要让他血债血偿！本以为对情爱之事早已经坦然，但不想有那么一个人，恰如其分地出现在她的生活里，让她甘心被这份爱赤诚的交上。,0,,惊奇大地,,1548471246,1,5,,943260,816654,,
3,4848,32,宝树奇谈,,http://cdn.517w.com/uploadfile/2018/1120/thumb_20181120170310370.jpg,随着时间的推移，华夏第一代神袛被人皇和英雄的光辉掩盖，逐渐消逝，其残骸化为了6棵宝树。虽然古神消逝了，但古神创造出的异兽却留存了下来，被后人写入山海经中。男主角虎蛟立志成为大妖创造新的妖怪世界，在遇到寄宿着创造妖怪世界种子的女主角百草后，卷入了一场争夺种子、关乎妖怪世界存亡的事件中。,1,,红树&黄秋水,,1551542419,0,5,,133330,68570,,
3,4847,32,人生九类迹行,,http://cdn.517w.com/uploadfile/2018/1120/thumb_20181120170006569.jpg,大约在七年前，我意外地来到了这个奇怪的世界，但是后来发现，这个世界除了人脸，文字，还有一些其他的东西倒过来了意外，并没什么可怕的。但是渐渐的，我发现各种奇怪的事发生了……,1,,王王阿冬,,1551456000,0,5,,174722,123716,,
3,4846,32,开元符澈记,,http://cdn.517w.com/uploadfile/2018/1120/thumb_20181120165815442.jpg,一个唐代人误打误撞穿越时空来到现代，为未来人掌握闯越时空的虫洞入口提供了契机。然而由于技术限制，未来人只能单向穿越到唐代，再也不能反向穿越回来。唐代开元，为了专门管理从未来穿梭而来人员，朝廷特设了“符澈司”……,1,,蛙那,,1551369607,0,0,,129748,62071,,
3,4845,32,大侦探福尔马林,,http://cdn.517w.com/uploadfile/2018/1120/thumb_20181120165607365.jpg,天才大侦探福尔马林，虽是丧尸，但智商一点也不比单细胞生物低！和普通丧尸不同，福尔马林通过换脑就能获得不同能力，随时变身古今中外各行强者！可谓是“没有解决不了的难题，只有买不 到的大脑！”如此强大的福尔马林没有骄傲自满，为了正义与真相还有房租，他决意粉碎一切罪 恶，破解所有的诡计。,2,,周烈焚&易飘扬,,1551369607,0,5,,599388,516023,,
3,4844,32,飞篮 FLYING ERA,,http://cdn.517w.com/uploadfile/2018/1120/thumb_20181120115549129.jpg,从千里迢迢的美国转校回来的龙雨，在校内巧遇新上任的美女篮球教练侯萧华。在他们眼前的是一支已然支离破碎，并且还是北国高中有史以来表现最差的男子篮球队，龙雨和侯萧华将为它注入生的希望，还是……有关篮球的青春故事即将围绕北国高中男篮展开！,1,,李建,,1551456000,0,5,,168553,91013,,
3,4842,31,霉神驾到,,http://cdn.517w.com/uploadfile/2018/1115/thumb_20181115155308831.png,我叫唐小菲，是个品学兼优热爱运动的少女。直到有一天…该死的霉神！走开啦！,0,,知谦动漫,,1543420816,1,5,,364966,266866,,
3,4841,32,噩梦,,http://cdn.517w.com/uploadfile/2018/1114/thumb_20181114182057997.jpg,于路有操控梦境的能力，但他的这个能力渐渐消失了，还突然进入一个有很多怪物的噩梦中。有一次他进入噩梦中挣扎时将母亲弄伤。醒来后于路陷入了生存危机，想要结束自己的生命。他打算跳下盘山公路，却连累了女孩黎晶晶和他一起掉入噩梦。他们在噩梦中展开了冒险。,0,,RC,,1548950402,0,0,,26467,14038,,
3,4838,32,鸟叔,,http://cdn.517w.com/uploadfile/2018/1113/thumb_20181113175349138.jpg,鸟叔与他的好基友得哥的各种日常。,0,,十一哥,,1556179389,0,0,,86963,32767,,
3,4822,32,奥兹,,http://cdn.517w.com/uploadfile/2018/1101/thumb_20181101230831713.jpg,这是一个女巫占据主导地位的世界——她们既可以是英雄，也可以是恶人。在1000年前，世界面临陨石浩劫濒临毁灭之际，一名女巫以自身为代价拯救了世界！而后人为纪念她，尊称她为“奥兹”，意为最伟大的魔法师。夏蒲——梦想成为“奥兹”的新手女巫，正准备开始她的冒险！,10,,ALEx,,1551456000,1,0,,106863,52037,,
3,4820,32,蓬莱仙诗,,http://cdn.517w.com/uploadfile/2018/1102/thumb_20181102142649233.jpg,神居动漫、惊奇大地联合出品，穿梭过去与未来拯救即将消失的我们,0,,神居动漫/惊奇大地,,1561967795,0,5,,800577,583656,,
3,4815,31,重生之娇宠小公主,,http://cdn.517w.com/uploadfile/2018/1024/thumb_20181024113518319.jpg,斯兰帝国唯一的公主索尼娅正值花季染病凋零，蒙女神怜悯，回到10岁再活一世，却获悉前世让自己痛苦离世的疾病背后竟有莫大的阴谋，宠爱自己一生的父皇，皇兄中，谁是陷害自己的哪一个人？新的一世，索尼娅暗下决心，一定要活下去……,2,,猫蛋蛋工厂,,1559201805,1,4.5625,,2451083,1936895,,
3,4814,32,麦克熊猫之朋来岛,,http://cdn.517w.com/uploadfile/2018/1022/thumb_20181022164101714.jpg,在每隔66年一届的“朋来音乐节”上，地位尊贵的岛主-麦克熊猫，因为洛克猩猩和麦克斯虫的疏忽而揭露了一段隐藏多年的事实。对于一向自信的麦克熊猫来说，无疑是巨大的打击。然而伴随着外界人类的到来，他必须完成自己的使命，迈上自己的音乐道路,0,,大头family,,1570695298,0,3,,269247,332313,,
3,4811,32,暴走怪谈之诡闻奇案,,http://cdn.517w.com/uploadfile/2019/0108/thumb_20190108142648291.jpg,胡志安是一名调查官，在调查一起恶灵案件时，意外发现其背后隐藏着巨大阴谋，也由此引出一连串闻所未闻的灵异怪案。随着案件真相层层剥开，幕后的神秘人也浮出水面。。,2,,暴走漫画,,1550459461,0,4.5455,,2347603,2727589,,
3,4808,32,移动森林,,http://cdn.517w.com/uploadfile/2018/1004/thumb_20181004104343626.jpg,10年前，国家北境森林突然出现一种特殊疾病，并迅速蔓延开来。经历多次研究，国家依然无法知道疾病的传播方式，为此重建了一条南北分界线，北部为重灾区，法律在这片区域被淡化；南部为安全区，国家所有活动都在这片区域进行。因为南北分界线的存在，国家矛盾升级，南部加强对北部的干涉，一场黑色硝烟正在升起,0,,狐狸Head,,1549952978,0,5,,246959,122284,,
3,4803,31,女神的诱惑,,http://cdn.517w.com/uploadfile/2018/0930/thumb_20180930181405416.JPG,长相甜美，身材火辣的女神张小茶，有着不为人知的过往——校园裸贷，深陷裸贷风波的她如何走出阴影？,2,,猫蛋蛋工厂,,1541491271,0,0,,363772,254872,,
3,4802,31,霸上隔壁帅大叔,,http://cdn.517w.com/uploadfile/2018/0930/thumb_20180930180403295.jpg,聚会喝醉走错门，不小心睡了隔壁帅大叔，谁知道帅大叔变身粘人包，被他黏上就跑不掉了……,2,,猫蛋蛋工厂,,1543476534,1,4.6667,,2404318,1258785,,
3,4798,31,穿越之狐王的专宠,,http://cdn.517w.com/uploadfile/2018/0930/thumb_20180930171521448.jpg,一朝穿越成为了狐王的真命天女，只想好好修炼早日回地球的苏冉儿，不知赖上她却是一只脸皮比墙还厚的狐狸君~ 她去哪，他都要跟到哪。这一副不追到天荒地老的架势算肿么回事？ 看千年雪山狐王如何化身护妻狂魔，为爱情，人挡杀人佛挡杀佛！,2,,猫蛋蛋工厂,,1543470864,0,4.6,,1539663,932790,,
3,4797,31,鬼王的三世宠妃,,http://cdn.517w.com/uploadfile/2018/0930/thumb_20180930171056333.jpg,继承了阴阳眼的玄学世家天才少女叶子麒，本以为逃脱不了家族诅咒，将于18岁去世，却突然冒出个未婚夫，谁知无限宠溺自己的未婚夫真实身份竟然是鬼界至尊——鬼王，一系列不可思议的事件，引出了三世爱恋也发现了更大的阴谋，三界动乱，明争暗斗，两人要如何携手回归？,2,,猫蛋蛋工厂,,1561968635,0,3.2222,,1927514,1179580,,
3,4796,31,总裁的契约情人,,http://cdn.517w.com/uploadfile/2018/0930/thumb_20180930165442130.jpg,身世坎坷的孤女，为何会得到总裁青睐？冷面总裁有什么不为人知的过去？,2,,猫蛋蛋工厂,,1552553341,0,3.5333,,5373796,6433507,,
3,4794,31,军阀老公贼坏：狠狠霸占你,,http://cdn.517w.com/uploadfile/2019/0309/thumb_20190309164636464.jpg,美丽夜总会女老板装傻卖丑只为逃婚，谁知道惹到夫家的军阀七叔； 杀伐果决的一代军阀，只因偶然的心动，抢了自己侄媳妇。 从此：“老婆最大，我老婆我不宠，谁宠？”宠到你目中无人，宠到你无法无天！,2,,猫蛋蛋工厂,,1559203267,0,3.2667,,3647272,7164603,,
3,4793,31,思凡的和尚与修仙的魔王,,http://cdn.517w.com/uploadfile/2018/0927/thumb_20180927163348880.jpg,"从前有座山，山里有座庙，庙里的和尚每天思凡唱戏斗蛐蛐羡鸳
鸯。隔壁也有座山，山里有个教，教里的魔王每天种花养鱼修仙当贤
良。当他们相遇，什么鸳鸯什么仙，都不如两人日常让人羡",0,,欧啦漫画,,1543980864,1,4.8,,926743,841023,,
3,4777,31,龙渊,,http://cdn.517w.com/uploadfile/2018/0907/thumb_20180907152642871.jpg,世界上真的有龙吗？营川坠龙的龙骨最终被收藏何地？龙骨密码意欲何为？茫茫白山之中藏着怎样的秘密？消失在历史长河中的墨氏流派修建在史前遗迹上的墨冢到底是抵御还是保卫？传说中的墨藏能否释疑这一切？历史的长河中遗失的一百七十九年到底发生了什么？陆军精锐步兵分队协科考队将逐一揭开那段被人为刻意抹去的历史！小心你的背后！,0,,神居动漫,,1554185781,0,5,,2279943,1601893,,
3,4771,32,恋爱进行时！,,http://cdn.517w.com/uploadfile/2018/0904/thumb_20180904173026376.jpg,[日更计划]士光和夏灵，一个是社会人，一个是研究生。对于一半迈入社会的两人，全新的同居生活既新鲜也充满未知。,0,,菲洛猫/日更计划,,1555552935,1,5,,1484341,1218145,,
3,4767,32,魔盗白骨衣,,http://cdn.517w.com/uploadfile/2018/0903/thumb_20180903111418595.jpg,阿里文学同名小说改编。一个患有心碎症，不能习武的少年，注定不能活过二十五岁，在江湖销声匿迹十载后重回京都，夜晚卸下伪装，披上月白战甲，化身白骨衣等待着他的究竟是…… 周二周五双更 QQ群号646609891 欢迎加入！,3,,阿柯文化,,1550040948,1,0,,1806124,1680486,,
3,4766,32,天坑鹰猎,,http://cdn.517w.com/uploadfile/2018/0831/thumb_20180831163931670.jpg,地质专家陆老师突然发狂伤人，其徒弟北京少年张保庆远赴东北寻求解药。在鹰屯姐弟菜瓜、二鼻子帮助下，三少年和地质队深入天坑，重重破局终获解药，解救恩师。,1,,深圳素心人漫画工作室,,1551409527,1,0,,122783,72192,,
3,4746,31,红颜如夕,,http://cdn.517w.com/uploadfile/2018/0824/thumb_20180824144736502.jpg,一觉醒来，她居然穿越到了王爷的身边，莫名其妙地成了他的八夫人？ 王爷对着她说永结同心，转脸却任由其他几位夫人诬陷她，毁她容貌…且看她如何浴火重生，华丽归来！【粉丝Q群：597419131】,2,,阿柯文化,,1559203302,0,4,,403174,691394,,
3,4744,31,豪门小冤家,,http://cdn.517w.com/uploadfile/2018/0824/thumb_20180824144305709.jpg,母亲为救一个陌生人丧命，被救之人竟然是韩氏董事长！成为孤儿的聂筱筱被接入豪门成为韩氏养女，没想到进门第一天就受到韩家少爷韩逸阳的百般刁难！上天，你为什么对我如此不公，夺走我的父母，还让我遇上这么一个冤家！上天：这个冤家，可能是我派来给你幸福的呀~,1,,阿柯文化,,1548037289,1,0,,244770,152885,,
3,4743,31,我的男友是明星,,http://cdn.517w.com/uploadfile/2018/0824/thumb_20180824143842408.jpg,采访的对象竟然是昨晚的他，大街小巷、各路媒体铺天盖地疯传着他们的照片与新闻，她因此受到牵连。大明星赖上小记者，随着青梅竹马、“弟弟”也加入了进来，围绕着夏青青的爱情争夺战就此拉开帷幕！ 进群：568960218,0,,阿柯文化,,1539332291,0,5,,94326,54638,,
